"Year","County","Commodity","Data Item","Value","Value ton/ac","Value Mg/ha"
2020,"SCOTT","soybeans","SOYBEANS - YIELD, MEASURED IN BU / ACRE",61,1.83,4.10599823072703
2020,"BUTLER","corn","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",192.8,5.3984,12.1124704091567
2020,"BUTLER","soybeans","SOYBEANS - YIELD, MEASURED IN BU / ACRE",54.2,1.626,3.64828039517058
2020,"CERRO GORDO","corn","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",182.5,5.11,11.4653830377132
2020,"CERRO GORDO","soybeans","SOYBEANS - YIELD, MEASURED IN BU / ACRE",59.8,1.794,4.0252244950406
2020,"FLOYD","corn","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",187.4,5.2472,11.7732207192737
2020,"FLOYD","soybeans","SOYBEANS - YIELD, MEASURED IN BU / ACRE",54,1.62,3.6348181058895
2020,"FRANKLIN","corn","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",180.1,5.0428,11.3146053977652
2020,"FRANKLIN","soybeans","SOYBEANS - YIELD, MEASURED IN BU / ACRE",55.4,1.662,3.72905413085701
2020,"HANCOCK","corn","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",200,5.6,12.5648033290008
2020,"HANCOCK","soybeans","SOYBEANS - YIELD, MEASURED IN BU / ACRE",60,1.8,4.03868678432167
2020,"HUMBOLDT","corn","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",188.4,5.2752,11.8360447359187
2020,"HUMBOLDT","soybeans","SOYBEANS - YIELD, MEASURED IN BU / ACRE",56.9,1.707,3.83002130046505
2020,"KOSSUTH","corn","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",190.7,5.3396,11.9805399742022
2020,"KOSSUTH","soybeans","SOYBEANS - YIELD, MEASURED IN BU / ACRE",60.2,1.806,4.05214907360274
2020,"MITCHELL","corn","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",203.3,5.6924,12.7721225839293
2020,"MITCHELL","soybeans","SOYBEANS - YIELD, MEASURED IN BU / ACRE",59.4,1.782,3.99829991647845
2020,"WINNEBAGO","corn","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",207.1,5.7988,13.0108538471803
2020,"WINNEBAGO","soybeans","SOYBEANS - YIELD, MEASURED IN BU / ACRE",60.8,1.824,4.09253594144596
2020,"WORTH","corn","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",205.7,5.7596,12.9229002238773
2020,"WORTH","soybeans","SOYBEANS - YIELD, MEASURED IN BU / ACRE",58.2,1.746,3.91752618079202
2020,"WRIGHT","corn","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",186,5.208,11.6852670959707
2020,"WRIGHT","soybeans","SOYBEANS - YIELD, MEASURED IN BU / ACRE",55.9,1.677,3.76270985405969
2020,"ALLAMAKEE","corn","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",196.3,5.4964,12.3323544674142
2020,"ALLAMAKEE","soybeans","SOYBEANS - YIELD, MEASURED IN BU / ACRE",58.8,1.764,3.95791304863524
2020,"BLACK HAWK","corn","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",169.8,4.7544,10.6675180263216
2020,"BLACK HAWK","soybeans","SOYBEANS - YIELD, MEASURED IN BU / ACRE",54.2,1.626,3.64828039517058
2020,"BREMER","corn","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",187.6,5.2528,11.7857855226027
2020,"BUCHANAN","corn","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",188.3,5.2724,11.8297623342542
2020,"BUCHANAN","soybeans","SOYBEANS - YIELD, MEASURED IN BU / ACRE",56.7,1.701,3.81655901118398
2020,"CHICKASAW","corn","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",185.7,5.1996,11.6664198909772
2020,"CHICKASAW","soybeans","SOYBEANS - YIELD, MEASURED IN BU / ACRE",55.9,1.677,3.76270985405969
2020,"CLAYTON","corn","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",191.1,5.3508,12.0056695808602
2020,"CLAYTON","soybeans","SOYBEANS - YIELD, MEASURED IN BU / ACRE",60.1,1.803,4.04541792896221
2020,"DELAWARE","corn","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",190.4,5.3312,11.9616927692087
2020,"DELAWARE","soybeans","SOYBEANS - YIELD, MEASURED IN BU / ACRE",61.1,1.833,4.11272937536757
2020,"DUBUQUE","corn","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",197.1,5.5188,12.3826136807302
2020,"FAYETTE","corn","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",180.1,5.0428,11.3146053977652
2020,"FAYETTE","soybeans","SOYBEANS - YIELD, MEASURED IN BU / ACRE",55.9,1.677,3.76270985405969
2020,"HOWARD","corn","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",188.6,5.2808,11.8486095392477
2020,"HOWARD","soybeans","SOYBEANS - YIELD, MEASURED IN BU / ACRE",54.5,1.635,3.66847382909219
2020,"WINNESHIEK","corn","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",178.2,4.9896,11.1952397661397
2020,"WINNESHIEK","soybeans","SOYBEANS - YIELD, MEASURED IN BU / ACRE",53.6,1.608,3.60789352732736
2020,"BUENA VISTA","corn","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",183.9,5.1492,11.5533366610162
2020,"CHEROKEE","corn","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",185.7,5.1996,11.6664198909772
2020,"CHEROKEE","soybeans","SOYBEANS - YIELD, MEASURED IN BU / ACRE",57.2,1.716,3.85021473438666
2020,"CLAY","corn","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",168.1,4.7068,10.5607171980251
2020,"CLAY","soybeans","SOYBEANS - YIELD, MEASURED IN BU / ACRE",50.3,1.509,3.38576575418967
2020,"DICKINSON","corn","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",182.2,5.1016,11.4465358327197
2020,"DICKINSON","soybeans","SOYBEANS - YIELD, MEASURED IN BU / ACRE",55.5,1.665,3.73578527549755
2020,"EMMET","corn","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",186.1,5.2108,11.6915494976352
2020,"EMMET","soybeans","SOYBEANS - YIELD, MEASURED IN BU / ACRE",56,1.68,3.76944099870023
2020,"LYON","corn","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",197,5.516,12.3763312790657
2020,"LYON","soybeans","SOYBEANS - YIELD, MEASURED IN BU / ACRE",60.8,1.824,4.09253594144596
2020,"O BRIEN","corn","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",199.5,5.586,12.5333913206783
2020,"O BRIEN","soybeans","SOYBEANS - YIELD, MEASURED IN BU / ACRE",62,1.86,4.17330967713239
2020,"OSCEOLA","corn","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",185.3,5.1884,11.6412902843192
2020,"PALO ALTO","corn","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",181.1,5.0708,11.3774294144102
2020,"POCAHONTAS","corn","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",186.2,5.2136,11.6978318992997
2020,"POCAHONTAS","soybeans","SOYBEANS - YIELD, MEASURED IN BU / ACRE",54.6,1.638,3.67520497373272
2020,"SIOUX","corn","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",201.8,5.6504,12.6778865589618
2020,"APPANOOSE","corn","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",143.6,4.0208,9.02152879022254
2020,"APPANOOSE","soybeans","SOYBEANS - YIELD, MEASURED IN BU / ACRE",39.1,1.173,2.63187755444962
2020,"CLARKE","corn","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",155.2,4.3456,9.75028738330459
2020,"CLARKE","soybeans","SOYBEANS - YIELD, MEASURED IN BU / ACRE",45.9,1.377,3.08959539000608
2020,"DECATUR","corn","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",159.3,4.4604,10.0078658515491
2020,"DECATUR","soybeans","SOYBEANS - YIELD, MEASURED IN BU / ACRE",47.4,1.422,3.19056255961412
2020,"LUCAS","corn","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",149.2,4.1776,9.37334328343456
2020,"LUCAS","soybeans","SOYBEANS - YIELD, MEASURED IN BU / ACRE",43.8,1.314,2.94824135255482
2020,"MADISON","corn","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",172,4.816,10.8057308629407
2020,"MADISON","soybeans","SOYBEANS - YIELD, MEASURED IN BU / ACRE",51.4,1.542,3.45980834523556
2020,"MONROE","corn","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",153.8,4.3064,9.66233376000158
2020,"MONROE","soybeans","SOYBEANS - YIELD, MEASURED IN BU / ACRE",45.4,1.362,3.0559396668034
2020,"RINGGOLD","corn","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",159.1,4.4548,9.9953010482201
2020,"RINGGOLD","soybeans","SOYBEANS - YIELD, MEASURED IN BU / ACRE",50.6,1.518,3.40595918811128
2020,"UNION","corn","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",179.7,5.0316,11.2894757911072
2020,"UNION","soybeans","SOYBEANS - YIELD, MEASURED IN BU / ACRE",52.1,1.563,3.50692635771932
2020,"WARREN","corn","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",168,4.704,10.5544347963606
2020,"WARREN","soybeans","SOYBEANS - YIELD, MEASURED IN BU / ACRE",49.5,1.485,3.33191659706538
2020,"WAYNE","corn","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",168.8,4.7264,10.6046940096766
2020,"WAYNE","soybeans","SOYBEANS - YIELD, MEASURED IN BU / ACRE",44.6,1.338,3.00209050967911
2020,"DAVIS","corn","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",170,4.76,10.6800828296506
2020,"DAVIS","soybeans","SOYBEANS - YIELD, MEASURED IN BU / ACRE",42,1.26,2.82708074902517
2020,"DES MOINES","corn","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",190.2,5.3256,11.9491279658797
2020,"DES MOINES","soybeans","SOYBEANS - YIELD, MEASURED IN BU / ACRE",60.7,1.821,4.08580479680542
2020,"HENRY","corn","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",172,4.816,10.8057308629407
2020,"HENRY","soybeans","SOYBEANS - YIELD, MEASURED IN BU / ACRE",54.9,1.647,3.69539840765433
2020,"JEFFERSON","corn","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",167.3,4.6844,10.5104579847091
2020,"JEFFERSON","soybeans","SOYBEANS - YIELD, MEASURED IN BU / ACRE",53.8,1.614,3.62135581660843
2020,"KEOKUK","corn","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",163.5,4.578,10.2717267214581
2020,"KEOKUK","soybeans","SOYBEANS - YIELD, MEASURED IN BU / ACRE",51.6,1.548,3.47327063451664
2020,"LEE","corn","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",174.3,4.8804,10.9502261012242
2020,"LEE","soybeans","SOYBEANS - YIELD, MEASURED IN BU / ACRE",52.1,1.563,3.50692635771932
2020,"LOUISA","corn","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",181.6,5.0848,11.4088414227327
2020,"LOUISA","soybeans","SOYBEANS - YIELD, MEASURED IN BU / ACRE",53.3,1.599,3.58770009340575
2020,"MAHASKA","corn","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",180.8,5.0624,11.3585822094167
2020,"VAN BUREN","corn","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",153.5,4.298,9.64348655500808
2020,"VAN BUREN","soybeans","SOYBEANS - YIELD, MEASURED IN BU / ACRE",44.2,1.326,2.97516593111696
2020,"WAPELLO","corn","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",170.6,4.7768,10.7177772396376
2020,"WAPELLO","soybeans","SOYBEANS - YIELD, MEASURED IN BU / ACRE",52,1.56,3.50019521307878
2020,"WASHINGTON","corn","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",185.4,5.1912,11.6475726859837
2020,"WASHINGTON","soybeans","SOYBEANS - YIELD, MEASURED IN BU / ACRE",53.2,1.596,3.58096894876522
2020,"ADAIR","corn","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",168.7,4.7236,10.5984116080121
2020,"ADAIR","soybeans","SOYBEANS - YIELD, MEASURED IN BU / ACRE",48.1,1.443,3.23768057209787
2020,"ADAMS","corn","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",173.3,4.8524,10.8874020845792
2020,"CASS","corn","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",177.5,4.97,11.1512629544882
2020,"CASS","soybeans","SOYBEANS - YIELD, MEASURED IN BU / ACRE",49.3,1.479,3.31845430778431
2020,"FREMONT","corn","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",194.8,5.4544,12.2381184424467
2020,"FREMONT","soybeans","SOYBEANS - YIELD, MEASURED IN BU / ACRE",54.8,1.644,3.68866726301379
2020,"MILLS","corn","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",182.2,5.1016,11.4465358327197
2020,"MILLS","soybeans","SOYBEANS - YIELD, MEASURED IN BU / ACRE",49.3,1.479,3.31845430778431
2020,"MONTGOMERY","corn","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",184.6,5.1688,11.5973134726677
2020,"MONTGOMERY","soybeans","SOYBEANS - YIELD, MEASURED IN BU / ACRE",49.2,1.476,3.31172316314377
2020,"PAGE","corn","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",181.6,5.0848,11.4088414227327
2020,"PAGE","soybeans","SOYBEANS - YIELD, MEASURED IN BU / ACRE",52.4,1.572,3.52711979164093
2020,"POTTAWATTAMIE","corn","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",176.3,4.9364,11.0758741345142
2020,"POTTAWATTAMIE","soybeans","SOYBEANS - YIELD, MEASURED IN BU / ACRE",48,1.44,3.23094942745734
2020,"TAYLOR","corn","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",166.2,4.6536,10.4413515663996
2020,"TAYLOR","soybeans","SOYBEANS - YIELD, MEASURED IN BU / ACRE",47,1.41,3.16363798105198
2020,"AUDUBON","corn","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",170.8,4.7824,10.7303420429666
2020,"AUDUBON","soybeans","SOYBEANS - YIELD, MEASURED IN BU / ACRE",48.3,1.449,3.25114286137895
2020,"CALHOUN","corn","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",159.6,4.4688,10.0267130565426
2020,"CALHOUN","soybeans","SOYBEANS - YIELD, MEASURED IN BU / ACRE",47.7,1.431,3.21075599353573
2020,"CARROLL","corn","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",150.6,4.2168,9.46129690673757
2020,"CARROLL","soybeans","SOYBEANS - YIELD, MEASURED IN BU / ACRE",54.8,1.644,3.68866726301379
2020,"CRAWFORD","corn","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",181.2,5.0736,11.3837118160747
2020,"CRAWFORD","soybeans","SOYBEANS - YIELD, MEASURED IN BU / ACRE",54.2,1.626,3.64828039517058
2020,"GREENE","corn","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",153.8,4.3064,9.66233376000158
2020,"GREENE","soybeans","SOYBEANS - YIELD, MEASURED IN BU / ACRE",49,1.47,3.2982608738627
2020,"GUTHRIE","corn","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",151.3,4.2364,9.50527371838907
2020,"GUTHRIE","soybeans","SOYBEANS - YIELD, MEASURED IN BU / ACRE",45.5,1.365,3.06267081144393
2020,"HARRISON","corn","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",180.2,5.0456,11.3208877994297
2020,"HARRISON","soybeans","SOYBEANS - YIELD, MEASURED IN BU / ACRE",52.1,1.563,3.50692635771932
2020,"IDA","corn","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",188.2,5.2696,11.8234799325897
2020,"IDA","soybeans","SOYBEANS - YIELD, MEASURED IN BU / ACRE",55.5,1.665,3.73578527549755
2020,"MONONA","corn","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",178.4,4.9952,11.2078045694687
2020,"MONONA","soybeans","SOYBEANS - YIELD, MEASURED IN BU / ACRE",56,1.68,3.76944099870023
2020,"SAC","corn","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",161,4.508,10.1146666798456
2020,"SAC","soybeans","SOYBEANS - YIELD, MEASURED IN BU / ACRE",47.1,1.413,3.17036912569251
2020,"SHELBY","corn","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",190.5,5.334,11.9679751708732
2020,"SHELBY","soybeans","SOYBEANS - YIELD, MEASURED IN BU / ACRE",52.8,1.584,3.55404437020307
2020,"WOODBURY","corn","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",191,5.348,11.9993871791957
2020,"WOODBURY","soybeans","SOYBEANS - YIELD, MEASURED IN BU / ACRE",56.6,1.698,3.80982786654344
2019,"BOONE","corn","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",194.8,5.4544,12.2381184424467
2019,"BOONE","soybeans","SOYBEANS - YIELD, MEASURED IN BU / ACRE",53.2,1.596,3.58096894876522
2019,"DALLAS","corn","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",195,5.46,12.2506832457757
2019,"DALLAS","soybeans","SOYBEANS - YIELD, MEASURED IN BU / ACRE",54.4,1.632,3.66174268445165
2019,"GRUNDY","corn","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",209.8,5.8744,13.1804786921218
2019,"GRUNDY","soybeans","SOYBEANS - YIELD, MEASURED IN BU / ACRE",56.3,1.689,3.78963443262184
2019,"HAMILTON","corn","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",198.2,5.5496,12.4517200990397
2019,"HAMILTON","soybeans","SOYBEANS - YIELD, MEASURED IN BU / ACRE",51.4,1.542,3.45980834523556
2019,"HARDIN","corn","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",200.2,5.6056,12.5773681323298
2019,"HARDIN","soybeans","SOYBEANS - YIELD, MEASURED IN BU / ACRE",53.9,1.617,3.62808696124897
2019,"JASPER","corn","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",209.3,5.8604,13.1490666837993
2019,"JASPER","soybeans","SOYBEANS - YIELD, MEASURED IN BU / ACRE",56.5,1.695,3.80309672190291
2019,"MARSHALL","corn","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",221.9,6.2132,13.9406492935263
2019,"MARSHALL","soybeans","SOYBEANS - YIELD, MEASURED IN BU / ACRE",60.6,1.818,4.07907365216489
2019,"POLK","corn","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",196.6,5.5048,12.3512016724077
2019,"POLK","soybeans","SOYBEANS - YIELD, MEASURED IN BU / ACRE",51,1.53,3.43288376667342
2019,"POWESHIEK","corn","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",200.3,5.6084,12.5836505339943
2019,"POWESHIEK","soybeans","SOYBEANS - YIELD, MEASURED IN BU / ACRE",53.4,1.602,3.59443123804629
2019,"STORY","corn","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",189.3,5.3004,11.8925863508992
2019,"STORY","soybeans","SOYBEANS - YIELD, MEASURED IN BU / ACRE",50,1.5,3.36557232026806
2019,"TAMA","corn","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",204.8,5.7344,12.8663586088968
2019,"TAMA","soybeans","SOYBEANS - YIELD, MEASURED IN BU / ACRE",53.4,1.602,3.59443123804629
2019,"WEBSTER","corn","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",202.9,5.6812,12.7469929772713
2019,"WEBSTER","soybeans","SOYBEANS - YIELD, MEASURED IN BU / ACRE",49.1,1.473,3.30499201850323
2019,"BENTON","corn","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",197.6,5.5328,12.4140256890527
2019,"BENTON","soybeans","SOYBEANS - YIELD, MEASURED IN BU / ACRE",57.9,1.737,3.89733274687041
2019,"CEDAR","corn","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",193.7,5.4236,12.1690120241372
2019,"CLINTON","corn","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",196.1,5.4908,12.3197896640852
2019,"CLINTON","soybeans","SOYBEANS - YIELD, MEASURED IN BU / ACRE",59.5,1.785,4.00503106111899
2019,"IOWA","corn","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",190.6,5.3368,11.9742575725377
2019,"IOWA","soybeans","SOYBEANS - YIELD, MEASURED IN BU / ACRE",52.3,1.569,3.52038864700039
2019,"JACKSON","corn","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",185.5,5.194,11.6538550876482
2019,"JOHNSON","corn","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",181.3,5.0764,11.3899942177392
2019,"JOHNSON","soybeans","SOYBEANS - YIELD, MEASURED IN BU / ACRE",55.5,1.665,3.73578527549755
2019,"JONES","corn","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",203,5.684,12.7532753789358
2019,"JONES","soybeans","SOYBEANS - YIELD, MEASURED IN BU / ACRE",57.2,1.716,3.85021473438666
2019,"LINN","corn","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",223.7,6.2636,14.0537325234873
2019,"LINN","soybeans","SOYBEANS - YIELD, MEASURED IN BU / ACRE",56.5,1.695,3.80309672190291
2019,"MUSCATINE","corn","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",173.2,4.8496,10.8811196829147
2019,"MUSCATINE","soybeans","SOYBEANS - YIELD, MEASURED IN BU / ACRE",55.2,1.656,3.71559184157594
2019,"OTHER (COMBINED) COUNTIES","soybeans","SOYBEANS - YIELD, MEASURED IN BU / ACRE",55.2,1.656,3.71559184157594
2019,"SCOTT","corn","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",189.4,5.3032,11.8988687525637
2019,"SCOTT","soybeans","SOYBEANS - YIELD, MEASURED IN BU / ACRE",60.5,1.815,4.07234250752435
2019,"BUTLER","corn","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",209.5,5.866,13.1616314871283
2019,"BUTLER","soybeans","SOYBEANS - YIELD, MEASURED IN BU / ACRE",55,1.65,3.70212955229487
2019,"CERRO GORDO","corn","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",191.8,5.3704,12.0496463925117
2019,"CERRO GORDO","soybeans","SOYBEANS - YIELD, MEASURED IN BU / ACRE",52.7,1.581,3.54731322556253
2019,"FLOYD","corn","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",202.9,5.6812,12.7469929772713
2019,"FLOYD","soybeans","SOYBEANS - YIELD, MEASURED IN BU / ACRE",54.3,1.629,3.65501153981111
2019,"FRANKLIN","corn","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",202.7,5.6756,12.7344281739423
