Plot,Side,Crop,Crop_ID,sample area (m^2),Corn_weed_management,Year,Block,Dominance,Diversity,Richness,Evenness
29,E,soybean,S4,18.532,low,2018,2,0.32866629049682516,3.0425998312402522,8,0.041083286312103146
29,W,soybean,S4,18.532,conv,2018,2,0.872017470153711,1.1467660158502666,6,0.1453362450256185
31,E,alfalfa,A4,2,low,2018,3,0.51314944,1.9487500561240019,6,0.08552490666666666
31,W,alfalfa,A4,2,conv,2018,3,0.28909311946581506,3.4590930487996236,8,0.03613663993322688
32,E,soybean,S4,18.532,conv,2018,3,0.44255198868650797,2.2596215259770833,6,0.07375866478108466
32,W,soybean,S4,18.532,low,2018,3,0.5778348685147506,1.7305982288164263,6,0.0963058114191251
33,E,oat,O3,2,conv,2018,3,0.6499522913701951,1.5385744665840824,4,0.16248807284254876
33,W,oat,O3,2,low,2018,3,0.49493504672757815,2.020467143338951,6,0.08248917445459636
34,E,corn,C2,18.532,conv,2018,3,0.36508674853418144,2.7390750390557503,6,0.06084779142236357
34,W,corn,C2,18.532,low,2018,3,0.853557530622273,1.1715671927479396,3,0.284519176874091
35,E,soybean,S2,18.532,conv,2018,3,0.42718895677802843,2.340884482460088,6,0.07119815946300474
35,W,soybean,S2,18.532,low,2018,3,0.7597303274252654,1.316256524060335,4,0.18993258185631634
36,E,corn,C3,18.532,conv,2018,3,0.3865863582981254,2.586744147937124,4,0.09664658957453134
36,W,corn,C3,18.532,low,2018,3,0.41216988436161656,2.4261840516291864,8,0.05152123554520207
37,E,corn,C4,18.532,conv,2018,3,0.16611892739356413,6.019783631463193,11,0.015101720672142193
37,W,corn,C4,18.532,low,2018,3,0.4416992218787044,2.263984065325366,6,0.07361653697978407
38,E,soybean,S3,18.532,low,2018,3,0.8548567792909691,1.1697865937606704,7,0.12212239704156702
38,W,soybean,S3,18.532,conv,2018,3,0.3514634257401307,2.8452462667890575,6,0.058577237623355115
39,E,oat,O4,2,conv,2018,3,0.3259440407501649,3.068011299419635,7,0.0465634343928807
39,W,oat,O4,2,low,2018,3,0.28639554859351507,3.4916743815013445,8,0.035799443574189384
41,E,oat,O4,2,conv,2018,4,0.6363380085034926,1.5714918591013431,4,0.15908450212587316
41,W,oat,O4,2,low,2018,4,0.34743859142519234,2.878206464912266,7,0.04963408448931319
42,E,oat,O3,2,low,2018,4,0.47120349077053214,2.122225364597272,5,0.09424069815410643
42,W,oat,O3,2,conv,2018,4,0.5506836254410772,1.8159247048594136,5,0.11013672508821544
43,E,alfalfa,A4,2,low,2018,4,0.48539079620160697,2.0601956358164033,3,0.16179693206720233
43,W,alfalfa,A4,2,conv,2018,4,0.6387040889205391,1.5656702647544967,2,0.31935204446026955
44,E,corn,C2,18.532,low,2018,4,0.9703904607196355,1.0305130156147724,6,0.1617317434532726
44,W,corn,C2,18.532,conv,2018,4,0.5246526166674165,1.9060230869560533,4,0.13116315416685412
45,E,soybean,S2,18.532,conv,2018,4,1,1,1,1
45,W,soybean,S2,18.532,low,2018,4,1,1,1,1
46,E,corn,C4,18.532,conv,2018,4,0.5394450919029891,1.8537567863901052,6,0.08990751531716484
46,W,corn,C4,18.532,low,2018,4,0.5380257852347587,1.8586469783481965,8,0.06725322315434484
47,E,corn,C3,18.532,low,2018,4,0.673559496575711,1.4846498417494967,9,0.07483994406396789
47,W,corn,C3,18.532,conv,2018,4,0.6460094390142587,1.547964998043826,3,0.21533647967141956
48,E,soybean,S3,18.532,conv,2018,4,0.8099602621482948,1.2346284709667783,5,0.16199205242965894
48,W,soybean,S3,18.532,low,2018,4,0.7224280488387491,1.3842208945339647,8,0.09030350610484364
49,E,soybean,S4,18.532,conv,2018,4,0.7071144715760239,1.4141981817614195,8,0.08838930894700299
49,W,soybean,S4,18.532,low,2018,4,0.9871496578584414,1.013017623051642,5,0.19742993157168828
11,E,oat,O3,2.24,low,2019,1,0.5070468871710232,1.972204199061984,6,0.08450781452850387
11,W,oat,O3,2.24,conv,2019,1,0.2627333985603037,3.8061396285348006,7,0.03753334265147196
12,E,corn,C4,2.24,low,2019,1,0.9310833213321624,1.074017735135921,4,0.2327708303330406
12,W,corn,C4,2.24,conv,2019,1,0.5074536754073433,1.9706232282134517,4,0.12686341885183583
13,E,soybean,S2,18.532,conv,2019,1,0.4631388997085281,2.159179461343757,3,0.15437963323617604
13,W,soybean,S2,18.532,low,2019,1,0.7583576487235311,1.318639037508492,3,0.2527858829078437
14,E,oat,O4,2.24,conv,2019,1,0.28486365856153417,3.510451298174236,10,0.02848636585615342
14,W,oat,O4,2.24,low,2019,1,0.3106597785973817,3.2189554905207425,9,0.03451775317748686
15,E,soybean,S3,18.532,low,2019,1,1,1,1,1
15,W,soybean,S3,18.532,conv,2019,1,1,1,1,1
16,E,corn,C3,2.24,low,2019,1,0.662750375239377,1.5088637251073798,4,0.16568759380984424
16,W,corn,C3,2.24,conv,2019,1,0.33183784649895853,3.0135200386286813,4,0.08295946162473963
17,E,alfalfa,A4,2.24,conv,2019,1,0.2382000000425904,4.198152812011751,9,0.026466666671398933
17,W,alfalfa,A4,2.24,low,2019,1,0.4733960502489814,2.112396162735309,8,0.059174506281122675
18,E,soybean,S4,18.532,conv,2019,1,0,0,0,0
18,W,soybean,S4,18.532,low,2019,1,0.9863756858554131,1.0138124999834839,2,0.49318784292770657
19,E,corn,C2,2.24,conv,2019,1,0.5384238480455719,1.8572728597180572,6,0.089737308007595315
19,W,corn,C2,2.24,low,2019,1,0.8679947898013498,1.1520806481210113,6,0.14466579830022497
21,E,corn,C4,2.24,conv,2019,2,0.4679458458672013,2.136999417415046,5,0.09358916917344026
21,W,corn,C4,2.24,low,2019,2,0.254515749217331,3.9290299444145598,6,0.042419291536221836
22,E,alfalfa,A4,2.24,low,2019,2,0.3524563409840689,2.83723083888339,8,0.044057042623008615
22,W,alfalfa,A4,2.24,conv,2019,2,0.4015837312541132,2.4901407158031073,8,0.05019796640676415
23,E,oat,O3,2.24,low,2019,2,0.5513920828668613,1.8135915096943083,5,0.11027841657337226
23,W,oat,O3,2.24,conv,2019,2,0.3185206034708627,3.1395143331488664,6,0.05308676724514378
24,E,soybean,S2,18.532,conv,2019,2,0.8346195211186602,1.1981507437780468,4,0.20865488027966506
24,W,soybean,S2,18.532,low,2019,2,0.9757296304716064,1.0248740724586407,3,0.32524321015720215
25,E,corn,C3,2.24,low,2019,2,0.4663427048753607,2.1443457559119956,4,0.11658567621884018
25,W,corn,C3,2.24,conv,2019,2,0.3568848331658192,2.8020243705211496,4,0.0892212082914548
26,E,soybean,S3,18.532,low,2019,2,0,0,0,0
26,W,soybean,S3,18.532,conv,2019,2,1,1,1,1
27,E,corn,C2,2.24,low,2019,2,0.911818769101447,1.096709164021104,4,0.22795469227536175
27,W,corn,C2,2.24,conv,2019,2,0.7585903474976173,1.3182345429238946,3,0.25286344916587244
28,E,soybean,S4,18.532,low,2019,2,0.40466798159105855,2.4711616571892767,3,0.13488932719701952
28,W,soybean,S4,18.532,conv,2019,2,1,1,1,1
29,E,oat,O4,2.24,low,2019,2,0.2309479239333168,4.329980469054734,9,0.0256608804370352
29,W,oat,O4,2.24,conv,2019,2,0.2306278521232331,4.335989737552004,10,0.02306278521232331
31,E,corn,C4,2.24,low,2019,3,0.34375,2.909090909090909,4,0.0859375
31,W,corn,C4,2.24,conv,2019,3,0.5386694293049863,1.8564261225855003,4,0.13466735732624657
32,E,oat,O4,2.24,conv,2019,3,0.26373632554168075,3.7916657781067045,7,0.03767661793452582
32,W,oat,O4,2.24,low,2019,3,0.44447610683472616,2.249839720567566,6,0.07407935113912102
33,E,corn,C3,2.24,conv,2019,3,0.8067387158296249,1.2395587076438142,3,0.2689129052765416
33,W,corn,C3,2.24,low,2019,3,0.44092718568909056,2.267948161184887,6,0.07348786428151509
34,E,soybean,S2,18.532,conv,2019,3,0.980375662918276,1.0200171605885322,3,0.32679188763942535
34,W,soybean,S2,18.532,low,2019,3,0.8923946142431102,1.1205804966092898,3,0.29746487141437006
35,E,corn,C2,2.24,conv,2019,3,0.6110986184315168,1.636397088520117,5,0.12221972368630336
35,W,corn,C2,2.24,low,2019,3,0.7715323434298311,1.296121942930507,4,0.19288308585745778
36,E,soybean,S3,18.532,conv,2019,3,0,0,0,0
36,W,soybean,S3,18.532,low,2019,3,0.8562330905306971,1.167906275825191,3,0.285411030176899
37,E,soybean,S4,18.532,conv,2019,3,0.9910770945465702,1.0090032405173406,3,0.3303590315155234
37,W,soybean,S4,18.532,low,2019,3,1,1,1,1
38,E,oat,O3,2.24,low,2019,3,0.3432732343510798,2.9131312899777626,5,0.06865464687021597
38,W,oat,O3,2.24,conv,2019,3,0.3855439229153294,2.593738198331331,4,0.09638598072883235
39,E,alfalfa,A4,2.24,conv,2019,3,0.20362858735638445,4.91090181876001,10,0.020362858735638444
39,W,alfalfa,A4,2.24,low,2019,3,0.23343954729143304,4.283764304732692,7,0.03334850675591901
41,E,alfalfa,A4,2.24,conv,2019,4,0.3217725963126627,3.1077848501067247,9,0.03575251070140697
41,W,alfalfa,A4,2.24,low,2019,4,0.33179823804293346,3.0138797779589286,8,0.04147477975536668
42,E,corn,C3,2.24,low,2019,4,0.419501133786848,2.3837837837837843,4,0.104875283446712
42,W,corn,C3,2.24,conv,2019,4,0.3405454289828969,2.9364657836890906,5,0.06810908579657939
43,E,corn,C4,2.24,low,2019,4,0.707169642180753,1.4140878515602335,4,0.17679241054518824
43,W,corn,C4,2.24,conv,2019,4,0.6056471272167738,1.6511264646716948,3,0.20188237573892462
44,E,soybean,S2,18.532,low,2019,4,0.7344443776749527,1.3615734974590217,2,0.36722218883747637
44,W,soybean,S2,18.532,conv,2019,4,0.6424896828537509,1.5564452265728115,2,0.3212448414268754
45,E,corn,C2,2.24,conv,2019,4,0.6503642039542143,1.5376,2,0.3251821019771072
45,W,corn,C2,2.24,low,2019,4,0.5134693877551022,1.9475357710651822,3,0.17115646258503406
46,E,soybean,S4,18.532,conv,2019,4,0.9949296102197671,1.005096229650973,2,0.49746480510988356
46,W,soybean,S4,18.532,low,2019,4,0.39407440409890854,2.5375918598078004,3,0.13135813469963617
47,E,soybean,S3,18.532,low,2019,4,1,1,1,1
47,W,soybean,S3,18.532,conv,2019,4,0,0,0,0
48,E,oat,O3,2.24,conv,2019,4,0.2802804774695659,3.567854632717273,7,0.04004006820993799
48,W,oat,O3,2.24,low,2019,4,0.4820116141986078,2.0746388064997134,7,0.06885880202837254
49,E,oat,O4,2.24,conv,2019,4,0.2645020151858247,3.780689531977495,7,0.03778600216940353
49,W,oat,O4,2.24,low,2019,4,0.23843451534073645,4.194023665453566,10,0.023843451534073645
11,E,corn,C3,2.08,low,2020,1,0.9919629629222886,1.0081021543929771,4,0.24799074073057215
11,W,corn,C3,2.08,conv,2020,1,0.37038954310940075,2.699860237967445,5,0.07407790862188016
12,E,soybean,S4,18.532,conv,2020,1,0.3248959018189788,3.0779089376053954,4,0.0812239754547447
12,W,soybean,S4,18.532,low,2020,1,0.9879703653520886,1.012176108788065,2,0.4939851826760443
13,E,corn,C2,2.08,low,2020,1,0.9477380812196067,1.0551438417596763,3,0.3159126937398689
13,W,corn,C2,2.08,conv,2020,1,0.8666421340596718,1.1538788165256064,5,0.17332842681193436
14,E,alfalfa,A4,2.08,conv,2020,1,0.3631573058562081,2.753627653565503,7,0.05187961512231544
14,W,alfalfa,A4,2.08,low,2020,1,0.3252578873431561,3.07448347576879,10,0.03252578873431561
15,E,oat,O3,2.08,conv,2020,1,0.44199111971928945,2.262488894878939,4,0.11049777992982236
15,W,oat,O3,2.08,low,2020,1,0.6683425558273725,1.496238704659549,3,0.22278085194245748
16,E,soybean,S3,18.532,low,2020,1,0.6579649288720764,1.5198378456345099,3,0.2193216429573588
16,W,soybean,S3,18.532,conv,2020,1,0.45928233573766536,2.1773099511738763,6,0.07654705595627756
17,E,corn,C4,2.08,conv,2020,1,0.3570827549818365,2.800471280252294,5,0.0714165509963673
17,W,corn,C4,2.08,low,2020,1,0.3938691467354496,2.5389142772121494,5,0.07877382934708992
18,E,oat,O4,2.08,low,2020,1,0.39266557661139834,2.5466963736157866,5,0.07853311532227966
18,W,oat,O4,2.08,conv,2020,1,0.4483908435596485,2.230197191497672,8,0.05604885544495606
19,E,soybean,S2,18.532,conv,2020,1,0.9135865404182206,1.094587054163715,2,0.4567932702091103
19,W,soybean,S2,18.532,low,2020,1,0.7371326585785394,1.3566079163123295,3,0.24571088619284645
21,E,soybean,S4,18.532,low,2020,2,0.4778877639354134,2.092541545246909,4,0.11947194098385334
21,W,soybean,S4,18.532,conv,2020,2,0.8976681469756262,1.1139974202818097,3,0.2992227156585421
22,E,corn,C4,2.08,low,2020,2,0.3106509479119305,3.219046993809592,8,0.03883136848899131
22,W,corn,C4,2.08,conv,2020,2,0.4380355934303717,2.2829195047113355,5,0.08760711868607433
23,E,corn,C3,2.08,low,2020,2,0.9949704461697926,1.005054978114746,2,0.4974852230848963
23,W,corn,C3,2.08,conv,2020,2,0.3469387755102042,2.8823529411764697,4,0.08673469387755105
24,E,corn,C2,2.08,conv,2020,2,0.3898172839506173,2.5653044161240466,3,0.12993909465020578
24,W,corn,C2,2.08,low,2020,2,0.48973627109291185,2.0419153308133917,7,0.06996232444184455
25,E,soybean,S3,18.532,conv,2020,2,0.6034282578875173,1.6571978307757773,2,0.30171412894375865
25,W,soybean,S3,18.532,low,2020,2,0.3397161333669271,2.9436341161928303,4,0.08492903334173177
26,E,oat,O3,2.08,low,2020,2,0.7746198277672757,1.290955852346755,3,0.25820660925575856
26,W,oat,O3,2.08,conv,2020,2,0.3833678960308389,2.6084604640957156,3,0.1277892986769463
27,E,soybean,S2,18.532,low,2020,2,0.8592165616727633,1.163850936547537,4,0.21480414041819082
27,W,soybean,S2,18.532,conv,2020,2,0.942675777434422,1.060810115140108,4,0.2356689443586055
28,E,oat,O4,2.08,low,2020,2,0.1939282171392569,5.1565471737509725,8,0.024241027142407112
28,W,oat,O4,2.08,conv,2020,2,0.22127412908431948,4.519281147498886,5,0.044254825816863894
29,E,alfalfa,A4,2.08,low,2020,2,0.6673263886615997,1.498517092970976,7,0.09533234123737137
29,W,alfalfa,A4,2.08,conv,2020,2,0.44435146479184945,2.2504708079862787,7,0.06347878068454992
31,E,soybean,S4,18.532,conv,2020,3,0.8912721893491125,1.1219917012448133,2,0.4456360946745562
31,W,soybean,S4,18.532,low,2020,3,1,1,1,1
32,E,alfalfa,A4,2.08,conv,2020,3,0.8948218176200089,1.117540923018325,7,0.12783168823142985
32,W,alfalfa,A4,2.08,low,2020,3,0.840719672836263,1.1894571190732182,6,0.1401199454727105
33,E,soybean,S3,18.532,conv,2020,3,0.9264846370172717,1.0793487123752035,4,0.23162115925431792
33,W,soybean,S3,18.532,low,2020,3,0.8622022776229579,1.159820642966686,5,0.17244045552459158
34,E,corn,C2,2.08,low,2020,3,0.8146380362426033,1.2275390486458884,2,0.40731901812130167
34,W,corn,C2,2.08,conv,2020,3,0.9363530738052105,1.067973212215919,3,0.3121176912684035
35,E,soybean,S2,18.532,conv,2020,3,1,1,1,1
35,W,soybean,S2,18.532,low,2020,3,0.8652945102710108,1.1556758862214431,3,0.28843150342367024
36,E,oat,O3,2.08,conv,2020,3,0.7725976605734388,1.294334750195565,5,0.15451953211468777
36,W,oat,O3,2.08,low,2020,3,0.3810782984517452,2.6241326364236066,4,0.0952695746129363
37,E,oat,O4,2.08,low,2020,3,0.2514920434735834,3.9762689355420484,8,0.031436505434197924
37,W,oat,O4,2.08,conv,2020,3,0.4185710320088657,2.3890807617542418,9,0.04650789244542952
38,E,corn,C3,2.08,conv,2020,3,0.8547348159338163,1.1699535123153704,3,0.2849116053112721
38,W,corn,C3,2.08,low,2020,3,0.3624910274498156,2.7586889723455106,3,0.12083034248327186
39,E,corn,C4,2.08,conv,2020,3,0.3243134113122897,3.0834370862235927,6,0.054052235218714946
39,W,corn,C4,2.08,low,2020,3,0.476232284887749,2.0998156398315295,7,0.068033183555392715
41,E,corn,C4,2.08,conv,2020,4,0.7679164105840025,1.3022250680116307,4,0.19197910264600063
41,W,corn,C4,2.08,low,2020,4,0.4083146215430359,2.4490918209614034,11,0.0371195110493669
42,E,soybean,S3,18.532,conv,2020,4,0.5995897876453059,1.6678069250098055,3,0.1998632625484353
42,W,soybean,S3,18.532,low,2020,4,0.7090351928725057,1.4103672286684559,3,0.23634506429083524
43,E,soybean,S4,18.532,low,2020,4,0.25785813242737105,3.8781014606225868,5,0.05157162648547421
43,W,soybean,S4,18.532,conv,2020,4,0.8248668503213958,1.2123168722447344,2,0.4124334251606979
44,E,corn,C2,2.08,low,2020,4,0.8776328415257044,1.139428645652741,6,0.14627214025428406
44,W,corn,C2,2.08,conv,2020,4,0.40548194421774403,2.4662010584200007,5,0.0810963888435488
45,E,soybean,S2,18.532,low,2020,4,1,1,1,1
45,W,soybean,S2,18.532,conv,2020,4,0.9935611474783463,1.0064805800206615,2,0.49678057373917317
46,E,oat,O4,2.08,conv,2020,4,0.5803570976289507,1.7230770573591685,6,0.09672618293815845
46,W,oat,O4,2.08,low,2020,4,0.36284202142580124,2.7560203640980245,6,0.06047367023763354
47,E,oat,O3,2.08,conv,2020,4,0.4968469027115637,2.0126924300875304,5,0.09936938054231273
47,W,oat,O3,2.08,low,2020,4,0.8610849555730723,1.1613255968854739,3,0.28702831852435745
