Plot,Side,Crop,Crop_ID,sample area (m^2),Corn_weed_management,Year,Block,DIGSA,SETFA,SETLU,PANCA,ECHCG,ERBVI,CYPES,AMATA,CHEAL,SOLPT,PHYSU,POLPY,ABUTH,TAROF,EPHHT,CIRAR,SONAR,PLAMA,PANDI,EPHMA,FESSP,CIRVU,MORAL,AMARE,AMBEL,POROL,POPDE,BROTE,CCHPA,EUPHY,AGRRE,DACGL,CONAR,ARFMI,Total
33,W,soybean,S3,18.532,conv,2017,3,0,1.1817396935031297,0.008094107489747463,0,0,0,0,0.7516727822145478,0.11061946902654866,0,0.043708180444636306,0,1.2902007338657457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3860349665443557
34,E,soybean,S2,18.532,conv,2017,3,0,0,0,0,0,0,0,0,0.09605007554500324,0,0.07230736024174401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16835743578674725
34,W,soybean,S2,18.532,low,2017,3,0,6.525469458234405,0.21476365206129938,0,0,0,0,6.565939995683143,2.9975178070364774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.303690913015323
35,E,corn,C2,18.532,conv,2017,3,0,0.06529246708396287,0.2762788689833801,0,0,0,0,0.04964385927045111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3912151953377941
35,W,corn,C2,18.532,low,2017,3,0,0.19965465141377078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19965465141377078
36,E,oat,O3,2,conv,2017,3,41.145,1.955,0.565,0.005,0.605,0,0,0.05,0.635,0,0,0,0,9.015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.975
36,W,oat,O3,2,low,2017,3,3.9,2.805,0,0,0,0.05,0,0,0.135,0,0,0,0,5.745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.635
37,E,alfalfa,A4,2,conv,2017,3,0,0,0.54,0,0,0,0,0.745,4.385,0,0,0,0,0,0,0,1.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.18
37,W,alfalfa,A4,2,low,2017,3,0,5.6,1.025,0,0,0,0,1.55,1.94,0.21,0,0.19,0,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.639999999999999
38,E,corn,C3,18.532,low,2017,3,0,0.5525577379667602,0.11385711202244765,0,0,0,0,0.11115907619253183,0.013490179149579106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7910641053313188
38,W,corn,C3,18.532,conv,2017,3,0,0.007014893157781136,0,0,0,0,0,0.024821929635225556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.031836822793006696
39,E,soybean,S4,18.532,conv,2017,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0010792143319663286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0010792143319663286
39,W,soybean,S4,18.532,low,2017,3,0,2.8922944096697605,0.3081156917763868,0,0,0,0,0.4521908050938917,0.9319015756529246,0,0,0,1.2410964817612777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.825598963954242
41,E,soybean,S4,18.532,conv,2017,4,0,0,0.012410964817612778,0,0,0,0.5201813080077704,0.5234189510036693,0.07068853874379452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.126699762572847
41,W,soybean,S4,18.532,low,2017,4,0.01672782214547809,0.21638247355924886,0.006475285991797971,0,0,0,0.08795596805525577,0.33995251456939346,0,0,0,0,4.750161882149795,0.005935678825814807,0.01996546514137708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.443557090438161
42,E,soybean,S3,18.532,conv,2017,4,0,1.3366069501402977,0.13058493416792574,0,0,0,0.015109000647528601,23.26084610403626,2.3856032808115692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.128750269803582
42,W,soybean,S3,18.532,low,2017,4,0,0.03615368012087201,0,0,0,0,0,0.002158428663932657,0.012410964817612778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05072307360241744
43,E,oat,O4,2,low,2017,4,0.905,32.49,0.685,0,0.57,0.88,0,3.665,15.34,0,0,0,0,0.345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.88
43,W,oat,O4,2,conv,2017,4,2.065,11.215,18.95,0,1.875,0,0,4.06,16.155,0,0,0,1.315,1.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.875
44,E,soybean,S2,18.532,conv,2017,4,0.08795596805525577,19.212713144830563,0.007014893157781136,0,0,0.047485430606518456,0,20.031836822793007,2.153572199438808,0.0010792143319663286,0,5.396071659831643e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.54219728037988
44,W,soybean,S2,18.532,low,2017,4,0,0,0.013490179149579106,0,0,0,0,18.149147420677746,2.4104252104467947,0,0,0,0,0,0.004856464493848478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.577919274767968
45,E,corn,C2,18.532,conv,2017,4,0.0965896827109864,0,0.15918411396503346,0,0,0,0,0.7624649255342111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.018238722210231
45,W,corn,C2,18.532,low,2017,4,0,0,0.2055903302395856,0,0,0.11385711202244765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.31944744226203325
46,E,alfalfa,A4,2,conv,2017,4,1.325,9.36,0.35,0,0.085,0,0,0.045,0.81,0,0,0,0,3.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.524999999999999
46,W,alfalfa,A4,2,low,2017,4,0.405,21.355,0.665,0,0,0,0,0,0.385,0,0,0,0,3.31,0,0,0,0,0,0,0.625,0,0,0,0,0,0,0,0,0,0,0,0,0,26.745
47,E,oat,O3,2,low,2017,4,0,0.87,0.085,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.055
47,W,oat,O3,2,conv,2017,4,0,0.06,0,0,0,0,0,0.35,0.035,0,0,0,0.065,0,0,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.21
48,E,corn,C3,18.532,conv,2017,4,0,0,2.608461040362616,0,0,0,0,0.017267429311461257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6257284696740775
48,W,corn,C3,18.532,low,2017,4,0,0.2023526872436866,0,0,0,0.007014893157781136,0,0,0,0,0.09119361105115475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3005611914526225
49,E,corn,C4,18.532,conv,2017,4,0,0.035614072954888845,0.3113533347722858,0,0.07716382473559248,0.007014893157781136,0,0.7802719620116556,0,0,0,0,0,0,0,0.005935678825814807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2173537664580185
49,W,corn,C4,18.532,low,2017,4,0,0.18346643643427585,0.03993093028275416,0,0,0,0,0.41010144614720484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6334988128642348
11,E,soybean,S3,18.532,low,2018,1,0,9.214871573494497,0,0,0,0,0,0,0.8444852147636521,0.010792143319663286,0.06745089574789553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025361536801208718,0,0,0,0,0,0,0,10.162961364126916
11,W,soybean,S3,18.532,conv,2018,1,0,0.08255989639542413,0.19425857975393915,0,0,0.02050507230736024,0,6.432657025685301,0,0,0,0,0,0.007014893157781136,0.09874811137491907,0,0,0,0,0,0,0.02050507230736024,0,0,0,0,0,0,0,0,0,0,0,0,6.856248650982084
12,E,alfalfa,A4,2,low,2018,1,3.905,4.945,0.53,0,0,0,0,0.005,0.085,0,0,0,0,0.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005,0,0,0,0,0,0,9.705
12,W,alfalfa,A4,2,conv,2018,1,1.79,9.175,0.03,0,0,0,0,0.52,0.135,0,0.12,0,0,0.035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.805000000000001
13,E,corn,C2,18.532,conv,2018,1,0.09443125404705374,1.8066047917116337,0.5638894884524066,0,0,0.36261601554068634,0,0.01996546514137708,0,0,0,0,0.004316857327865314,0,0,0,0,0,0,0,0,0,0,0,0,0.04694582344053529,0,0,0,0,0,0,0,0,2.8987696956615583
13,W,corn,C2,18.532,low,2018,1,0,8.438916468810705,0.29030865529894234,0,0,0,0,1.6679257500539608,0.0026980358299158215,0,0.19263975825598964,0,0,0,0,0,0,0,0,0,0,0,0.008094107489747463,0,0,0.008094107489747463,0,0,0,0,0,0,0,0,10.608676883229009
14,E,soybean,S4,18.532,conv,2018,1,0.5352903086552989,1.080833153464278,2.917116339304986,0,0,0,0,3.095726311245413,0,0,0,0,0,0.060436002590114404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.689402115260091
14,W,soybean,S4,18.532,low,2018,1,0.14785236347938702,3.6455860133822577,0,0.18454565076624216,0,0,0,14.409130153248437,0.015109000647528601,0,0,0,1.1191452622490825,5.396071659831643e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.52190805093892
15,E,corn,C3,18.532,low,2018,1,0,0.19425857975393915,0,0,0,0,0,0,0.07284696740772718,0.40848262464925533,0,0.03129721562702353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7068853874379452
15,W,corn,C3,18.532,conv,2018,1,0,0.4440966976041442,0.7905244981653357,0,0,0,0,0.456507662421757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.691128858191237
16,E,oat,O3,2,low,2018,1,0,9.3,0.345,0,0,9.135,0,35.365,12.605,2.42,0,0,0.19,0.15,0,0,0,0,0,0,0,0,0,0.36,0,0,0,0,0,0,0,0,0,0,69.87
16,W,oat,O3,2,conv,2018,1,1.2,3.75,10.775,0,22.235,0,0,16.885,8.19,1.31,0,0,1.725,0.475,0,0,0,1.035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.58
17,E,oat,O4,2,conv,2018,1,4.82,10.12,0.34,0,2.47,0,0,41.665,15.025,9.325,0,0,0,12.55,0,13.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109.885
17,W,oat,O4,2,low,2018,1,0,7.865,0,0,0,0,0,61.19,2.14,0.125,0,0,6.475,5.89,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,83.725
18,E,corn,C4,18.532,conv,2018,1,6.8335851500107925,3.9488452406647965,0.1386790416576732,0,0,0.17753075760846104,0,0,0,0,0.011331750485646448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.10997194042737
18,W,corn,C4,18.532,low,2018,1,0.10684221886466652,2.6494711849773367,0,0,0,0,0,0.010792143319663286,0,0,0,0,0.005396071659831643,0.0032376429958989855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7757392618173973
19,E,soybean,S2,18.532,conv,2018,1,5.026980358299158,0.788366069501403,10.747355924886682,0.05719835959421542,0.5077703431901576,0,0,92.98888409238074,0,0,0,0,0,0.023742715303259228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110.14029786315561
19,W,soybean,S2,18.532,low,2018,1,1.366824951435355,28.099503561407296,0.09874811137491907,0.07932225339952514,0,0.12734729117202676,0,31.8206345780272,0.016188214979494926,0,0,0,0,0.017807036477444423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.626375998273254
21,E,alfalfa,A4,2,conv,2018,2,6.785,0.06,0,0,0,0,0,0.09,0,0,0,0,0,4.825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.76
21,W,alfalfa,A4,2,low,2018,2,5.625,0,0,0,0,0,0,0.03,0,0,0,0,0.12,2.84,0,0,0,0.885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.5
22,E,oat,O4,2,low,2018,2,3.755,32.045,0,0.81,0,0,0.505,53.93,8.495,2.25,0,0,1.05,2.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104.95
22,W,oat,O4,2,conv,2018,2,2.765,13.875,0,0,3.63,0,0,21.6,11.335,3.27,0,0,0.69,1.74,0,0,0.125,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.055
23,E,soybean,S3,18.532,low,2018,2,0,1.6209799266134253,3.344485214763652,0,4.5747895532052665,0,0,5.421972803798835,3.5867688322900926,0,0.04047053744873732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.58946686812001
23,W,soybean,S3,18.532,conv,2018,2,0.5153248435139219,0,0.025901143967191884,0,0,1.165551478523635,0,3.9849989207856678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10360457586876753,0,0,0,0,0,0,0,5.795380962659183
24,E,corn,C2,18.532,conv,2018,2,0.38258148068206344,5.778653140513706,0.02050507230736024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.18173969350313
24,W,corn,C2,18.532,low,2018,2,0,1.4844593136196849,0.24228361752644076,0,0,0,0,0.004316857327865314,0.20397150874163608,0,0.007014893157781136,0,0,0.004316857327865314,0,0,0,0,0,0,0,0,0,0,0,0,0.034534858622922514,0,0,0,0,0,0,0,1.980897906324196
25,E,oat,O3,2,conv,2018,2,0,3.2,0,0,0,0,0,9.355,19.91,2.38,0,0,0,2.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.895
25,W,oat,O3,2,low,2018,2,0,24.825,0,0,0,0,0,25.275,18.17,0.75,0,0,0.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.92999999999999
26,E,corn,C3,18.532,low,2018,2,0.0010792143319663286,1.9371897258795596,0.10522339736671703,0,0,0,0,0.0010792143319663286,0.05935678825814807,0.1284265055039931,0,0.004316857327865314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2366717030002157
26,W,corn,C3,18.532,conv,2018,2,0,0.6977120656162313,0,0,0,0,0,0,0,0,0,0,0,5.396071659831643e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6982516727822146
27,E,soybean,S2,18.532,low,2018,2,0,3.3914310382041872,0.437081804446363,2.7347291172026766,0,0,0,6.924778761061948,0,0,0,0,0,0.0075545003237643005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.495575221238939
27,W,soybean,S2,18.532,conv,2018,2,17.883121087848046,0.4905029138786963,0.27573926181739694,0,0,0,0,3.843621843298079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.49298510684222
28,E,corn,C4,18.532,low,2018,2,0.12033239801424563,1.1601554068638031,1.5216922080725233,0,0,0,0,0.0010792143319663286,0.060436002590114404,0.1311245413339089,0,0,0,0.018346643643427585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.013166414849989
28,W,corn,C4,18.532,conv,2018,2,0,2.4282322469242392,8.817720699330886,0,0,0.1964170084178718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.442369954672998
29,E,soybean,S4,18.532,low,2018,2,0,0.05719835959421542,0.20181308007770343,1.002050507230736,0,0,0,2.754694582344053,0,0.04694582344053529,0.8488020720915174,0,0,0.410641053313188,0,0,0,0,0,0,0,0,0.06313403842003021,0,0,0,0,0,0,0,0,0,0,0,5.38527951651198
29,W,soybean,S4,18.532,conv,2018,2,0.9286639326570257,0,0.6227066695445715,0,0.03723289445283833,0,0,24.36434275847183,0,0,0,0,0,0.004856464493848478,0,0,0,0,0,0,0,0,0,0,0,0,0.16134254262896613,0,0,0,0,0,0,0,26.11914526224908
31,E,alfalfa,A4,2,low,2018,3,0.435,0.44,0.115,0,0,0.575,0,4.385,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.25
31,W,alfalfa,A4,2,conv,2018,3,1.445,3,0.715,0,0,0.99,0,0.405,0.025,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,6.64
32,E,soybean,S4,18.532,conv,2018,3,0,0.16511979279084826,0.8925102525361537,0,0.6496870278437297,0,0,3.4998920785668033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08363911072739046,0.24498165335635658,0,0,0,0,0,0,0,0,5.5358299158212825
32,W,soybean,S4,18.532,low,2018,3,0,0.6070580617310598,0,0,0,0,0,12.25609756097561,0,0,0.3669328728685517,0,3.5916252967839415,0.004856464493848478,0,0,0,0,0,0,0,0,5.396071659831643e-4,0,0,0,0,0,0,0,0,0,0,0,16.827109864018993
