Plot,Side,Crop,Crop_ID,sample area (m^2),Corn_weed_management,Year,Block,DIGSA,SETFA,SETLU,PANCA,ECHCG,ERBVI,CYPES,AMATA,CHEAL,SOLPT,PHYSU,POLPY,ABUTH,TAROF,EPHHT,CIRAR,SONAR,PLAMA,PANDI,EPHMA,FESSP,CIRVU,MORAL,AMARE,AMBEL,POROL,POPDE,BROTE,CCHPA,EUPHY,AGRRE,DACGL,CONAR,ARFMI,Total
14,W,soybean,S4,18.532,low,2018,1,0.16188214979494928,0.37772501618821497,0,0.05396071659831642,0,0,0,0.4316857327865314,0.16188214979494928,0,0,0,0.10792143319663285,0.05396071659831642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3490179149579107
15,E,corn,C3,18.532,low,2018,1,0,0.5396071659831643,0,0,0,0,0,0,0.10792143319663285,0.5396071659831643,0,0.05396071659831642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2410964817612777
15,W,corn,C3,18.532,conv,2018,1,0,0.26980358299158214,0.48564644938484786,0,0,0,0,0.05396071659831642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8094107489747464
16,E,oat,O3,2,low,2018,1,0,9,0.5,0,0,6.5,0,48.5,48.5,1.5,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,116
16,W,oat,O3,2,conv,2018,1,3,2,3.5,0,11,0,0,19.5,21,0.5,0,0,1,0.5,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.5
17,E,oat,O4,2,conv,2018,1,2.5,1.5,0.5,0,0.5,0,0,8.5,7.5,1.5,0,0,0,6.5,0,8.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.5
17,W,oat,O4,2,low,2018,1,0,3.5,0,0,0,0,0,32,2,0.5,0,0,3.5,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,44.5
18,E,corn,C4,18.532,conv,2018,1,12.68076840060436,7.176775307576085,0.32376429958989855,0,0,0.32376429958989855,0,0,0,0,0.05396071659831642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.55903302395856
18,W,corn,C4,18.532,low,2018,1,0.26980358299158214,3.3455644290956186,0,0,0,0,0,0.26980358299158214,0,0,0,0,0.05396071659831642,0.05396071659831642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.9930930282754153
19,E,soybean,S2,18.532,conv,2018,1,0.8633714655730628,0.2158428663932657,1.5648607813511763,0.05396071659831642,0.2158428663932657,0,0,1.6188214979494928,0,0,0,0,0,0.05396071659831642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.586660910856896
19,W,soybean,S2,18.532,low,2018,1,0.7554500323764299,8.525793222533995,0.05396071659831642,0.10792143319663285,0,0.05396071659831642,0,4.478739477660263,0.05396071659831642,0,0,0,0,0.05396071659831642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.083747032160588
21,E,alfalfa,A4,2,conv,2018,2,21,0.5,0,0,0,0,0,0.5,0,0,0,0,0,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.5
21,W,alfalfa,A4,2,low,2018,2,22.5,0,0,0,0,0,0,1,0,0,0,0,0.5,7.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.5
22,E,oat,O4,2,low,2018,2,3,29,0,1.5,0,0,1.5,28,12,1,0,0,0.5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.5
22,W,oat,O4,2,conv,2018,2,4.5,11.5,0,0,3,0,0,11.5,4.5,4.5,0,0,0.5,1.5,0,0,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43
23,E,soybean,S3,18.532,low,2018,2,0,0.37772501618821497,0.32376429958989855,0,0.16188214979494928,0,0,0.2158428663932657,0.05396071659831642,0,0.05396071659831642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1871357651629613
23,W,soybean,S3,18.532,conv,2018,2,0.2158428663932657,0,0.10792143319663285,0,0,0.4316857327865314,0,0.32376429958989855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05396071659831642,0,0,0,0,0,0,0,1.133175048564645
24,E,corn,C2,18.532,conv,2018,2,0.16188214979494928,3.453485862292251,0.05396071659831642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.669328728685517
24,W,corn,C2,18.532,low,2018,2,0,1.6727822145478093,0.4316857327865314,0,0,0,0,0.05396071659831642,1.6727822145478093,0,0.05396071659831642,0,0,0.05396071659831642,0,0,0,0,0,0,0,0,0,0,0,0,0.05396071659831642,0,0,0,0,0,0,0,3.9930930282754153
25,E,oat,O3,2,conv,2018,2,0,1,0,0,0,0,0,27.5,28,1.5,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.5
25,W,oat,O3,2,low,2018,2,0,37.5,0,0,0,0,0,7,31.5,0.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.5
26,E,corn,C3,18.532,low,2018,2,0.05396071659831642,5.342110943233326,0.2158428663932657,0,0,0,0,0.05396071659831642,0.5396071659831643,0.16188214979494928,0,0.05396071659831642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.421325275199655
26,W,corn,C3,18.532,conv,2018,2,0,0.5396071659831643,0,0,0,0,0,0,0,0,0,0,0,0.05396071659831642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5935678825814806
27,E,soybean,S2,18.532,low,2018,2,0,0.26980358299158214,0.32376429958989855,0.26980358299158214,0,0,0,0.4316857327865314,0,0,0,0,0,0.10792143319663285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4029786315562272
27,W,soybean,S2,18.532,conv,2018,2,1.888625080941075,0.2158428663932657,0.16188214979494928,0,0,0,0,0.37772501618821497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6440751133175047
28,E,corn,C4,18.532,low,2018,2,0.16188214979494928,2.7519965465141376,2.8599179797107706,0,0,0,0,0.10792143319663285,0.16188214979494928,0.26980358299158214,0,0,0,0.26980358299158214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.583207424994604
28,W,corn,C4,18.532,conv,2018,2,0,2.050507230736024,9.06540038851716,0,0,0.10792143319663285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.223829052449817
29,E,soybean,S4,18.532,low,2018,2,0,0.05396071659831642,0.10792143319663285,0.05396071659831642,0,0,0,0.5935678825814806,0,0.2158428663932657,0.05396071659831642,0,0,0.16188214979494928,0,0,0,0,0,0,0,0,0.16188214979494928,0,0,0,0,0,0,0,0,0,0,0,1.4029786315562272
29,W,soybean,S4,18.532,conv,2018,2,0.05396071659831642,0,0.16188214979494928,0,0.05396071659831642,0,0,0.7014893157781136,0,0,0,0,0,0.05396071659831642,0,0,0,0,0,0,0,0,0,0,0,0,0.10792143319663285,0,0,0,0,0,0,0,1.133175048564645
31,E,alfalfa,A4,2,low,2018,3,2.5,3.5,0.5,0,0,2,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.5
31,W,alfalfa,A4,2,conv,2018,3,10.5,12.5,3.5,0,0,2,0,3,1,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,33.5
32,E,soybean,S4,18.532,conv,2018,3,0,0.05396071659831642,0.10792143319663285,0,0.05396071659831642,0,0,0.4316857327865314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05396071659831642,0.10792143319663285,0,0,0,0,0,0,0,0,0.8094107489747464
32,W,soybean,S4,18.532,low,2018,3,0,0.2158428663932657,0,0,0,0,0,0.26980358299158214,0,0,0.10792143319663285,0,0.10792143319663285,0.10792143319663285,0,0,0,0,0,0,0,0,0.05396071659831642,0,0,0,0,0,0,0,0,0,0,0,0.8633714655730628
33,E,oat,O3,2,conv,2018,3,0,4.5,0,0,0,0,0,32.5,1.5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.5
33,W,oat,O3,2,low,2018,3,0,12.5,0,1,0,0,0,30,5,0.5,0,0,0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.5
